ID,Manager,Name Country,Title,First,Middle,Last,Suffix,Type,Reason,Hire Date,End Date,Job Code,Position,Business,Location,Office,Time Type,Assigned Shift,Default Weekly Hours,Scheduled Weekly Hours,Pay Type,Custom Job Class,WCC,Effective Date,Address Country,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Address Line 6,Address Line 7,Address Line 8,Address Line 9,Address Line 1 - Local,Address Line 2 - Local,Address Line 3 - Local,Address Line 4 - Local,Address Line 5 - Local,Address Line 6 - Local,Address Line 7 - Local,Address Line 8 - Local,Address Line 9 - Local,City,City Subdivision 1,City Subdivision 2,City Subdivision 1 - Local,City Subdivision 2 - Local,Country Region,Region Subdivision 1,Region Subdivision 2,Region Subdivision 1 - Local,Region Subdivision 2 - Local,Postal Code,Address Public,Address Primary,Address Type,Address Use For,Local City,Address ID,Country Code,Phone Country Code,Number,Extension,Device Type,Phone Public,Phone Primary,Phone Usage Type,Phone Use For,Phone ID,Email Address,Comments,Email Public,Email Primary,Email Usage Type,Email Use For,Email ID
21255,21077,Sweden,,Anders,,Wahlström,,Regular,Hire Employee > New Hire > Fill Vacancy,3/15/2010,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Stockholm,,FT,,40,40,Salaried,,,3/4/2012,SWE,Ankargränd,,4,,,,,,,,,,,,,,,,Stockholm,,,,,Stockholm County,,,,,11129,,Yes,Home,"Mailing

Street Address",,Anders_Wahlstrom_Ankargrand,46,Sweden (+46),(8) 555 525 99,,Landline,Public,Yes,Home,,Anders_Wahlstrom_HOME_Primary,awahlstrom@hcm.show,,Public,Yes,Work,,Anders_Wahlstrom_WORK_Primary
21256,21077,United Arab Emirates,,Habib,Raheem,Al Manar,,Regular,Hire Employee > New Hire > Fill Vacancy,2/22/2010,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Dubai,,FT,,48,48,Salaried,,,2/22/2010,ARE,28 A Street,Al Twar,,,,,,,,,,,,,,,,,,,,,,Dubai,,,,,,,Yes,Home,"Mailing

Street Address",,Habib_Raheem_Al_Manar_28_A_Street,971,United Arab Emirates (+971),(4) 443 2917,,Mobile,Public,Yes,Home,,Habib_Raheem_Al_Manar_HOME_Primary,hmanar@hcm.show,,Public,Yes,Home,,Habib_Raheem_Al_Manar_HOME_Primary
21257,21043,United States of America,,Allison,,Hunter,,Regular,Hire Employee > New Hire > Fill Vacancy,1/4/2010,,Product_Management,Product Manager,Product Manager,San_Francisco,,FT,,40,40,Salaried,,8810,1/1/2010,USA,2315 Chestnut Street,,,,,,,,,,,,,,,,,,San Francisco,,,,,California,,,,,94107,,Yes,Home,"Mailing

Street Address",,Allison_Hunter_2315_Chestnut_Street,1,United States of America (+1),(415) 347-8594,,Mobile,Public,Yes,Work,,Allison_Hunter_WORK_Primary,ahunter@hcm.show,,Public,Yes,Work,,Allison_Hunter_WORK_Primary
21258,21042,United States of America,,Randy,,Chin,,Regular,Hire Employee > New Hire > Fill Vacancy,1/4/2010,,Associate_Product_Development,Associate Product Developer,Associate Product Developer,Chicago,,FT,,40,40,Salaried,,,1/1/2010,USA,24 West Hubbard Street,,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,,,,,60654,,Yes,Home,"Mailing

Street Address",,Randy_Chin_24_West_Hubbard_Street,1,United States of America (+1),(312) 863-7426,,Mobile,Public,Yes,Work,,Randy_Chin_WORK_Primary,rchin@hcm.show,,Public,Yes,Work,,Randy_Chin_WORK_Primary
21260,21253,Netherlands,,Lotte,,Bakker,,Regular,Hire Employee > New Hire > Fill Vacancy,2/6/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Amsterdam,,FT,,40,40,Salaried,,,6/19/2012,NLD,Brenner,,14,,,,,,,,,,,,,,,,Amsterdam,,,,,North Holland,,,,,1060 NH,,Yes,Home,"Mailing

Mileage Calculation

Street Address",,Lotte_Bakker_Brenner,31,Netherlands (+31),(020) 977-4313,,Mobile,Public,Yes,Home,,Lotte_Bakker_HOME_Primary,lbakker@hcm.show,,Public,Yes,Work,,Lotte_Bakker_WORK_Primary
21263,21255,Sweden,,Annika,,Nilsson,,Regular,Hire Employee > New Hire > Fill Vacancy,1/16/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Stockholm,,FT,,40,40,Salaried,,,3/4/2012,SWE,Kummelvägen,,4,,,,,,,,,,,,,,,,Lidingö,,,,,Stockholm County,,,,,18130,,Yes,Home,"Mailing

Street Address",,Annika_Nilsson_Kummelvagen,46,Sweden (+46),(8) 4050112,,Landline,Public,Yes,Work,,Annika_Nilsson_WORK_Primary,anilsson@hcm.show,,Public,Yes,Work,,Annika_Nilsson_WORK_Primary
21270,21167,Netherlands,,Joost,,Smit,,Regular,Hire Employee > New Hire > New Position,1/23/2012,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,Amsterdam,,FT,,40,40,Salaried,,,6/18/2012,NLD,3e Weteringdwarsstraat,,4,,,,,,,,,,,,,,,,Amsterdam,,,,,North Holland,,,,,1017 CF,,Yes,Home,"Mailing

Mileage Calculation

Street Address",,Joost_Smit_3e_Weteringdwarsstraat,31,Netherlands (+31),(06) 402-3411,,Mobile,,Yes,Home,,Joost_Smit_HOME_Primary,jsmit@hcm.show,,Public,Yes,Work,,Joost_Smit_WORK_Primary
21271,21194,United States of America,,Owen,,Burke,,Regular,Hire Employee > New Hire > New Position,6/6/2011,,Project_Manager,Project Manager,Project Manager,San_Francisco,,FT,,40,40,Salaried,,8810,6/6/2011,USA,611 Jones Street,,,,,,,,,,,,,,,,,,San Francisco,,,,,California,,,,,94102,,Yes,Home,"Mailing

Street Address",,Owen_Burke_611_Jones_Street,1,United States of America (+1),(415) 909-3453,,Mobile,Public,Yes,Work,,Owen_Burke_WORK_Primary,oburke@hcm.show,,Public,Yes,Work,,Owen_Burke_WORK_Primary
21274,21079,Canada,,Meg,,Saunders,,Regular,Hire Employee > New Hire > New Position,5/9/2011,,Administrative_Assistant,Administrative Assistant,Administrative Assistant,Toronto,,PT,,40,30,Hourly,,958,5/9/2011,CAN,2181 Blythe Road,,,,,,,,,,,,,,,,,,Mississauga,,,,,Ontario,,,,,L5H 3M1,,Yes,Home,"Mailing

Street Address",,Meg_Saunders_2181_Blythe_Road,1,Canada (+1),() 905,728-4042,Mobile,Public,Yes,Work,,Meg_Saunders_WORK_Primary,msaunders@hcm.show,,Public,Yes,Work,,Meg_Saunders_WORK_Primary
21275,21175,Canada,,Stella,,Bauer,,Regular,Hire Employee > New Hire > Fill Vacancy,3/14/2011,,Facilities_Administrator,Facilities Administrator,Facilities Administrator,Toronto,,PT,,40,30,Hourly,,958,3/14/2011,CAN,103 Wildecombe Hill Boulevard,,,,,,,,,,,,,,,,,,Etobicoke,,,,,Ontario,,,,,M9R 4B2,,Yes,Home,"Mailing

Street Address",,Stella_Bauer_103_Wildecombe_Hill_Boulevard,1,Canada (+1),(416) 219-5701,,Mobile,Public,Yes,Work,,Stella_Bauer_WORK_Primary,sbauer@hcm.show,,Public,Yes,Work,,Stella_Bauer_WORK_Primary
21276,21175,Canada,,Bruno,,Gaudette,,Regular,Hire Employee > New Hire > New Position,1/9/2012,,Facilities_Administrator,Facilities Administrator,Facilities Administrator,Montreal,,PT,,40,30,Hourly,,611420,1/9/2012,CAN,839 Rue Saint-André,,,,,,,,,,,,,,,,,,Laval,,,,,Quebec,,,,,H7N 4S2,,Yes,Home,"Mailing

Street Address",,Bruno_Gaudette_839_Rue_Saint_Andre,1,Canada (+1),(450) 916-7520,,Mobile,Public,Yes,Work,,Bruno_Gaudette_WORK_Primary,bgaudette@hcm.show,,Public,Yes,Work,,Bruno_Gaudette_WORK_Primary
21277,21033,United States of America,,Hailey,,Ward,,Regular,Hire Employee > New Hire > New Position,10/4/2010,,Integration_Engineer,Integration Engineer,Integration Engineer,San_Francisco,,FT,,40,40,Salaried,,,10/4/2010,USA,245 Scott Street,,,,,,,,,,,,,,,,,,San Francisco,,,,,California,,,,,94123,,Yes,Home,"Mailing

Street Address",,Hailey_Ward_245_Scott_Street,1,United States of America (+1),(415) 771-1243,,Mobile,Public,Yes,Work,,Hailey_Ward_WORK_Primary,hward@hcm.show,,Public,Yes,Work,,Hailey_Ward_WORK_Primary
21104,21101,United States of America,,Adrian,,Martin,,Regular,Hire Employee > New Hire > Convert Contingent,2/1/2012,,Senior_Manager_Marketing_Communications,"Senior Manager, Marketing Communications","Senior Manager, Marketing Communications",Atlanta,,FT,,40,40,Salaried,,8810,1/7/2008,USA,250 Park Avenue West  Apt. 603,,,,,,,,,,,,,,,,,,Atlanta,,,,,Georgia,,,,,30312,,Yes,Home,,,Adrian_Martin_250_Park_Avenue_West_Apt_603,1,United States of America (+1),(404) 254-2001,,Mobile,Public,Yes,Home,,Adrian_Martin_HOME_Primary,amartin@hcm.show,,Public,Yes,Work,,Adrian_Martin_WORK_Primary
21082,21430,United States of America,,Alex,,Grossman,,Regular,Hire Employee > New Hire > Convert Contingent,3/16/2012,,Senior_Risk_Analyst,Senior Risk Analyst,Senior Risk Analyst,New_York,New_York_1155_Building_Cubicle_1519,FT,,40,40,Salaried,,8803,1/7/2008,USA,156 Summers Street,,,,,,,,,,,,,,,,,,Oyster Bay,,,,,New York,,,,,11771,,Yes,Home,,,Alex_Grossman_156_Summers_Street,1,United States of America (+1),(516) 922-3882,,Landline,Public,Yes,Home,,Alex_Grossman_HOME_Primary,agrossman@hcm.show,,Public,Yes,Work,,Alex_Grossman_WORK_Primary
21084,21009,United States of America,,Jill,,Cole,,Regular,Hire Employee > New Hire > Convert Contingent,3/16/2012,,Staff_Workforce_Analyst,Staff Workforce Analyst,Staff Workforce Analyst,San_Francisco,San_Francisco_Embarcadero_Tower_1_Cubicle_1005,FT,,40,40,Salaried,,8810,1/7/2008,USA,977 Clayton Street,,,,,,,,,,,,,,,,,,San Francisco,,,,,California,,,,,94117,,Yes,Home,,,Jill_Cole_977_Clayton_Street,1,United States of America (+1),(415) 221-4211,,Landline,Public,Yes,Home,,Jill_Cole_HOME_Primary,jcole@hcm.show,,Public,Yes,Work,,Jill_Cole_WORK_Primary
21085,21021,United States of America,,Kevin,,Gibson,,Regular,Hire Employee > New Hire > Convert Contingent,3/16/2012,,Manager_Information_Analysis,"Manager, Information Analysis","Manager, Information Analysis",Atlanta,,FT,,40,40,Salaried,,8810,1/7/2008,USA,1075 Charles Town Square  Apt. 1075,,,,,,,,,,,,,,,,,,Atlanta,,,,,Georgia,,,,,30328,,Yes,Home,,,Kevin_Gibson_1075_Charles_Town_Square_Apt_1075,1,United States of America (+1),(770) 724-1288,,Landline,Public,Yes,Home,,Kevin_Gibson_HOME_Primary,kgibson@hcm.show,,Public,Yes,Work,,Kevin_Gibson_WORK_Primary
21092,21042,United States of America,,Nicole,,Williams,,Regular,Hire Employee > New Hire > Convert Contingent,3/16/2012,,Product_Development,Product Developer,Product Developer,San_Francisco,San_Francisco_Embarcadero_Tower_2_Cubicle_2005,FT,,40,40,Salaried,,8810,1/7/2008,USA,4 Fordham Road,,,,,,,,,,,,,,,,,,San Mateo,,,,,California,,,,,94402,,Yes,Home,,,Nicole_Williams_4_Fordham_Road,1,United States of America (+1),(650) 362-2007,,Landline,Public,Yes,Home,,Nicole_Williams_HOME_Primary,nwilliams@hcm.show,,Public,Yes,Work,,Nicole_Williams_WORK_Primary
21278,21121,Australia,,Oscar,,Brown,,Regular,Hire Employee > New Hire > Fill Vacancy,4/16/2012,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Sydney,,FT,,40,40,Salaried,,,4/16/2012,AUS,10 Stanton Road,,,,,,,,,,,,,,,,,,Mosman,,,,,New South Wales,,,,,2088,,Yes,Home,"Mailing

Street Address",,Oscar_Brown_10_Stanton_Road,61,Australia (+61),(04) 9074 2041,,Mobile,Public,Yes,Home,,Oscar_Brown_HOME_Primary,obrown@hcm.show,,Public,Yes,Work,,Oscar_Brown_WORK_Primary
21279,21122,Japan,,Hideki,,Saito,,Regular,Hire Employee > New Hire > Fill Vacancy,4/9/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Tokyo,,FT,,40,40,Salaried,,,4/9/2012,JPN,"2-9-1, Ebisu-Minami",,,,,,,,,,,,,,,,,,Shibuya-ku,,,,,Tokyo,,,,,150-0011,,Yes,Home,"Mailing

Street Address",,Hideki_Saito_2_9_1_Ebisu_Minami,81,Japan (+81),(3) 5113-8081,,Landline,,Yes,Home,,Hideki_Saito_HOME_Primary,hsaito@hcm.show,,Public,Yes,Work,,Hideki_Saito_WORK_Primary
21280,21077,Russian Federation,,Victorya,,Blokov,,Regular,Hire Employee > New Hire > New Position,4/23/2012,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Moscow,,FT,,40,40,Salaried,,,4/23/2012,RUS,Krasnoarmeyskaya ulitsa,,,29,1,,,,,,,,,,,,,,Moscow,,,,,Moskva,,,,,125319,,Yes,Home,"Mailing

Street Address",,Victorya_Nikolayevich_Blokov_Krasnoarmeyskaya_ulitsa,7,Russian Federation (+7),(495) 662-28-01,,Mobile,,Yes,Home,,Victorya_Nikolayevich_Blokov_HOME_Primary,vblokov@hcm.show,,Public,Yes,Work,,Victorya_Nikolayevich_Blokov_WORK_Primary
21281,21280,Czechia,,Boris,,Stepanek,,Regular,Hire Employee > New Hire > New Position,5/7/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Prague,,FT,,40,40,Salaried,,,5/7/2012,CZE,Lipanská,,781/10,,,,,,,,,,,,,,,,Prague,,,,,Praha,,,,,130 00,,Yes,Home,"Mailing

Street Address",,Boris_Stepanek_Lipanska,420,Czechia (+420),(777) 197 882,,Mobile,Public,Yes,Home,,Boris_Stepanek_HOME_Primary,bstepanek@hcm.show,,Public,Yes,Work,,Boris_Stepanek_WORK_Primary
21282,21280,Poland,,Stefania,,Jaworski,,Regular,Hire Employee > New Hire > New Position,5/16/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Warsaw,,FT,,40,40,Salaried,,,5/16/2012,POL,Kopińska,42,,,,,,,,,,,,,,,,,Warsaw,,,,,Masovian,,,,,02-001,,Yes,Home,"Mailing

Street Address",,Stefania_Jaworski_Kopiska,48,Poland (+48),(502) 700 254,,Mobile,,Yes,Home,,Stefania_Jaworski_HOME_Primary,sjaworski@hcm.show,,Public,Yes,Work,,Stefania_Jaworski_WORK_Primary
21283,21253,Belgium,,Florian,,Peeters,,Regular,Hire Employee > New Hire > Fill Vacancy,3/19/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Brussels,,FT,,40,40,Salaried,,,3/19/2012,BEL,Boulevard Charlemagne,,#102,50,,,,,,,,,,,,,,,Brussels,,,,,Brussels-Capital Region,,,,,1000 HS,,Yes,Home,"Mailing

Street Address",,Florian_Peeters_Boulevard_Charlemagne,32,Belgium (+32),() 2 276 78 74,,Mobile,,Yes,Home,,Florian_Peeters_HOME_Primary,fpeeters@hcm.show,,Public,Yes,Work,,Florian_Peeters_WORK_Primary
21284,21004,United Kingdom,Mr_United_Kingdom,Charles,,Lewis,,Regular,Hire Employee > New Hire > New Position,12/6/2010,,Vice_President_Global_Support,"Vice President, Global Support","Vice President, Global Support",London,,FT,,40,40,Salaried,,,12/6/2010,GBR,20 Tilney Street,,,,,,,,,,,,,,,,,,Westminster,,,,,,,,,,W1J 5PR,,Yes,Home,"Mailing

Street Address",,Charles_Lewis_20_Tilney_Street,44,United Kingdom (+44),(020) 7629 3561,,Mobile,Public,Yes,Work,,Charles_Lewis_WORK_Primary,clewis@hcm.show,,Public,Yes,Work,,Charles_Lewis_WORK_Primary
21285,21195,Australia,,Tyler,,White,,Regular,Hire Employee > New Hire > New Position,10/17/2011,,Consultant,Consultant,Consultant,Sydney,,FT,,40,40,Salaried,,,10/17/2011,AUS,18 164 Spit Road,,,,,,,,,,,,,,,,,,Mosman,,,,,New South Wales,,,,,2088,,Yes,Home,"Mailing

Street Address",,Tyler_White_18_164_Spit_Road,61,Australia (+61),(02) 8222 4051,,Landline,Public,Yes,Work,,Tyler_White_WORK_Primary,twhite@hcm.show,,Public,Yes,Work,,Tyler_White_WORK_Primary
21286,21195,Australia,,Isla,,Koenig,,Regular,Hire Employee > New Hire > Fill Vacancy,10/31/2011,,Consultant,Consultant,Consultant,Melbourne,,FT,,40,40,Salaried,,,10/31/2011,AUS,145/83 Whiteman Street,Southbank,,,,,,,,,,,,,,,,,Melbourne,,,,,Victoria,,,,,3006,,Yes,Home,,,Isla_Koenig_145_83_Whiteman_Street,61,Australia (+61),(03) 9614 5810,,Landline,Public,Yes,Work,,Isla_Koenig_WORK_Primary,ikoenig@hcm.show,,Public,Yes,Work,,Isla_Koenig_WORK_Primary
21287,21433,Australia,,Caitlin,,Jones,,Regular,Hire Employee > New Hire > Fill Vacancy,11/7/2011,,Staff_HR_Representative,Staff HR Representative,Staff HR Representative,Sydney,,FT,,40,40,Salaried,,,11/7/2011,AUS,11 49 Osborne Road,,,,,,,,,,,,,,,,,,Manly,,,,,New South Wales,,,,,2095,,Yes,Home,"Mailing

Street Address",,Caitlin_Jones_11_49_Osborne_Road,61,Australia (+61),(04) 7522 8495,,Mobile,Public,Yes,Home,,Caitlin_Jones_HOME_Primary,cjones@hcm.show,,Public,Yes,Work,,Caitlin_Jones_WORK_Primary
21288,21121,New Zealand,,Chloe,,Ballantyne,,Regular,Hire Employee > New Hire > Fill Vacancy,5/28/2012,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Auckland,,FT,,40,40,Salaried,,,5/28/2012,NZL,67 Sarsfield Street,Herne Bay,,,,,,,,,,,,,,,,,Auckland,,,,,Auckland,,,,,1011,,Yes,Home,"Mailing

Street Address",,Chloe_Ballantyne_67_Sarsfield_Street,64,New Zealand (+64),(09) 817 1989,,Mobile,,Yes,Home,,Chloe_Ballantyne_HOME_Primary,cballantyne@hcm.show,,Public,Yes,Work,,Chloe_Ballantyne_WORK_Primary
21289,21088,United States of America,,Jen,,Waters,,Regular,Hire Employee > New Hire > Fill Vacancy,4/2/2012,,Server,Server,Server,New_York,,PT,,40,30,Hourly,,,4/2/2012,USA,98 Washington Street,,,,,,,,,,,,,,,,,,Hoboken,,,,,New Jersey,,,,,7030,,Yes,Home,"Mailing

Street Address",,Jen_Waters_98_Washington_Street,1,United States of America (+1),(201) 659-3671,,Mobile,Public,Yes,Work,,Jen_Waters_WORK_Primary,jwaters@hcm.show,,Public,Yes,Work,,Jen_Waters_WORK_Primary
21290,21222,United States of America,,Cory,,Young,,Regular,Hire Employee > New Hire > Fill Vacancy,4/4/2011,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Chicago,,FT,,40,40,Salaried,,8810,4/4/2011,USA,25 East Superior Street,Apt 1901,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,Oakbrook,,,,60611,,Yes,Home,"Mailing

Street Address",,Cory_Young_25_East_Superior_Street,1,United States of America (+1),(773) 851-4888,,Landline,Public,Yes,Home,,Cory_Young_HOME_Primary,cyoung@hcm.show,,Public,Yes,Work,,Cory_Young_WORK_Primary
21291,21175,Canada,,Maury,,Irwin,,Regular,Hire Employee > New Hire > Fill Vacancy,2/7/2011,,Senior_Site_Engineer_I,Senior Site Engineer I,Senior Site Engineer I,Toronto,,FT,,40,40,Hourly,,958,2/7/2011,CAN,234 Citadell Drive,,,,,,,,,,,,,,,,,,Toronto,,,,,Ontario,,,,,M1K 4S4,,Yes,Home,"Mailing

Street Address",,Maury_Irwin_234_Citadell_Drive,1,Canada (+1),(416) 534-5134,,Landline,Public,Yes,Work,,Maury_Irwin_WORK_Primary,mirwin@hcm.show,,Public,Yes,Work,,Maury_Irwin_WORK_Primary
21292,21175,Canada,,Dominic,,Leclerc,,Regular,Hire Employee > New Hire > Fill Vacancy,3/14/2011,,Maintenance_Technician,Maintenance Technician,Maintenance Technician,Montreal,,FT,Night_Canada,40,40,Hourly,,611420,3/14/2011,CAN,361 Rue Venne,,,,,,,,,,,,,,,,,,Saint-Lambert,,,,,Quebec,,,,,H1B 1A1,,Yes,Home,"Mailing

Street Address",,Dominic_Leclerc_361_Rue_Venne,1,Canada (+1),(514) 987-1423,,Mobile,Public,Yes,Work,,Dominic_Leclerc_WORK_Primary,dleclerc@hcm.show,,Public,Yes,Work,,Dominic_Leclerc_WORK_Primary
21293,21175,Canada,,Mason,,Webb,,Regular,Hire Employee > New Hire > New Position,3/14/2011,,Maintenance_Technician,Maintenance Technician,Maintenance Technician,Toronto,,FT,Evening_Canada,40,40,Hourly,,958,3/14/2011,CAN,987 Lauralynn Crescent,,,,,,,,,,,,,,,,,,Agincourt,,,,,Ontario,,,,,M1S 2H4,,Yes,Home,"Mailing

Street Address",,Mason_Webb_987_Lauralynn_Crescent,1,Canada (+1),(416) 834-2342,,Mobile,Public,Yes,Work,,Mason_Webb_WORK_Primary,mwebb@hcm.show,,Public,Yes,Work,,Mason_Webb_WORK_Primary
21294,21255,Norway,,Lars,,Gundersen,,Regular,Hire Employee > New Hire > Fill Vacancy,1/16/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Oslo,,FT,,40,40,Salaried,,,1/16/2012,NOR,Hoff Terrasse 6,,#305,,,,,,,,,,,,,,,,Oslo,,,,,,,,,,275,,Yes,Home,"Mailing

Street Address",,Lars_Gundersen_Hoff_Terrasse_6,47,Norway (+47),(23) 21 20 00,,Mobile,,Yes,Home,,Lars_Gundersen_HOME_Primary,lgundersen@hcm.show,,Public,Yes,Work,,Lars_Gundersen_WORK_Primary
21295,21132,Canada,,Lincoln,,Cook,,Regular,Hire Employee > New Hire > Fill Vacancy,2/15/2012,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Calgary,,FT,,40,40,Salaried,,621102,2/15/2012,CAN,909 7 Avenue Southwest,,,,,,,,,,,,,,,,,,Calgary,,,,,Alberta,,,,,T2P 1A6,,Yes,Home,"Mailing

Street Address",,Lincoln_Cook_909_7_Avenue_Southwest,1,Canada (+1),(403) 343-8788,,Mobile,,Yes,Home,,Lincoln_Cook_HOME_Primary,lcook@hcm.show,,Public,Yes,Work,,Lincoln_Cook_WORK_Primary
21296,21033,Canada,,Andrea,,Hillis,,Regular,Hire Employee > New Hire > Fill Vacancy,1/16/2012,,Systems_Analyst,Systems Analyst,Systems Analyst,Calgary,,FT,,40,40,Salaried,,621102,1/16/2012,CAN,5319 Silver Trail Road,,,,,,,,,,,,,,,,,,Calgary,,,,,Alberta,,,,,T3B 4K5,,Yes,Home,"Mailing

Street Address",,Andrea_Hillis_5319_Silver_Trail_Road,1,Canada (+1),(403) 261-4504,,Mobile,,Yes,Home,,Andrea_Hillis_HOME_Primary,ahillis@hcm.show,,Public,Yes,Work,,Andrea_Hillis_WORK_Primary
21297,21077,France,,Jacques,,Lesage,,Regular,Hire Employee > New Hire > Fill Vacancy,2/7/2011,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Paris,,FT,,35,35,Salaried,,,2/7/2011,FRA,Rue de la gare du Nord,,34,,,,,,,,,,,,,,,,Paris,,,,,Paris,,,,,75009,,Yes,Home,"Mailing

Street Address",,Jacques_Lesage_Rue_de_la_gare_du_Nord,33,France (+33),(0) 6 85 20 02 10,,Landline,Public,Yes,Work,,Jacques_Lesage_WORK_Primary,jlesage@hcm.show,,Public,Yes,Work,,Jacques_Lesage_WORK_Primary
21298,21088,United Kingdom,Mr_United_Kingdom,Oscar,,Bell,,Regular,Hire Employee > New Hire > New Position,1/1/2011,,Director_Facilities_Operations,"Director, Facilities Operations","Director, Facilities Operations",London,,FT,,40,40,Salaried,,,1/1/2011,GBR,46 St. John's Street,,,,,,,,,,,,,,,,,,Colchester,,,,,Essex,,,,,C02 7AT,,Yes,Home,"Mailing

Street Address",,Oscar_Bell_46_St_Johns_Street,44,United Kingdom (+44),(1206) 765658,,Mobile,Public,Yes,Work,,Oscar_Bell_WORK_Primary,obell@hcm.show,,Public,Yes,Work,,Oscar_Bell_WORK_Primary
21299,21298,United Kingdom,Mr_United_Kingdom,Leo,,Murray,,Regular,Hire Employee > New Hire > New Position,3/7/2011,,Shipping_and_Receiving_Associate,Shipping & Receiving Associate,Shipping & Receiving Associate,London,,FT,,40,40,Hourly,,,3/1/2011,GBR,34 Baddow Road,,,,,,,,,,,,,,,,,,Chelmsford,,,,,Essex,,,,,CM2 ODG,,Yes,Home,"Mailing

Street Address",,Leo_Murray_34_Baddow_Road,44,United Kingdom (+44),(1245) 491992,,Mobile,Public,Yes,Work,,Leo_Murray_WORK_Primary,lmurray@hcm.show,,Public,Yes,Work,,Leo_Murray_WORK_Primary
21300,21297,France,,Sandrine,,Meunier,,Regular,Hire Employee > New Hire > Fill Vacancy,3/21/2011,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Paris,,FT,,35,35,Salaried,,,3/21/2011,FRA,Rue Xavier Privas,,1,,,,,,,,,,,,,,,,Lyon,,,,,Rhone,,,,,69008,,Yes,Home,"Mailing

Street Address",,Sandrine_Meunier_Rue_Xavier_Privas,33,France (+33),(0) 6 52 20 00 23,,Mobile,Public,Yes,Home,,Sandrine_Meunier_HOME_Primary,smeunier@hcm.show,,Public,Yes,Work,,Sandrine_Meunier_WORK_Primary
21301,21297,France,,Gaston,,Renaud,,Regular,Hire Employee > New Hire > Fill Vacancy,2/28/2011,,Call_Center_Manager,Call Center Manager,Call Center Manager,Mulhouse,,FT,,35,35,Salaried,,,2/28/2011,FRA,Place du marché neuf,,12,,,,,,,,,,,,,,,,Saint Germain en Laye,,,,,Yvelines,,,,,78100,,Yes,Home,"Mailing

Street Address",,Gaston_Renaud_Place_du_marche_neuf,33,France (+33),(0) 3 85 20 02 12,,Landline,Public,Yes,Work,,Gaston_Renaud_WORK_Primary,grenaud@hcm.show,,Public,Yes,Work,,Gaston_Renaud_WORK_Primary
21302,21298,Sweden,,Emma,,Erlandson,,Regular,Hire Employee > New Hire > New Position,6/6/2011,,Shipping_and_Receiving_Associate,Shipping & Receiving Associate,Shipping & Receiving Associate,Stockholm,,FT,,40,40,Hourly,,,6/6/2011,SWE,Blommensbergsvägen,,132,,,,,,,,,,,,,,,,Hägersten,,,,,,,,,,126 55,,Yes,Home,"Mailing

Street Address",,Emma_Erlandson_Blommensbergsvagen,46,Sweden (+46),(8) 654 3290,,Mobile,Public,Yes,Work,,Emma_Erlandson_WORK_Primary,eerlandson@hcm.show,,Public,Yes,Work,,Emma_Erlandson_WORK_Primary
21303,21298,France,,Arnaud,,Breton,,Regular,Hire Employee > New Hire > New Position,6/6/2011,,Property_Administrator,Property Administrator,Property Administrator,Paris,,FT,Flextime_France,35,35,Salaried,,,6/6/2011,FRA,Rue Jacques Offenbach,,20,Bis,,,,,,,,,,,,,,,Saint Germain en Laye,,,,,Yvelines,,,,,78100,,Yes,Home,"Mailing

Street Address",,Arnaud_Breton_Rue_Jacques_Offenbach,33,France (+33),(0) 1 39 10 38 39,,Landline,Public,Yes,Work,,Arnaud_Breton_WORK_Primary,abreton@hcm.show,,Public,Yes,Work,,Arnaud_Breton_WORK_Primary
21304,21298,Netherlands,Mr_Netherlands2,Edgar,,Graaf,,Regular,Hire Employee > New Hire > New Position,7/11/2011,,Shipping_and_Receiving_Associate,Shipping & Receiving Associate,Shipping & Receiving Associate,Amsterdam,,FT,,40,40,Hourly,,,7/11/2011,NLD,Kerkstraat,,134,,,,,,,,,,,,,,,,Amsterdam,,,,,North Holland,,,,,1017,,Yes,Home,"Mailing

Street Address",,Edgar_de_Graaf_Kerkstraat,31,Netherlands (+31),(20) 6220685,,Landline,Public,Yes,Work,,Edgar_de_Graaf_WORK_Primary,edegraaf@hcm.show,,Public,Yes,Work,,Edgar_de_Graaf_WORK_Primary
